"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 20 14:32:03 GMT 2022","Wed Apr 20 14:32:04 GMT 2022","836","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_eth_get_balance","Verify implemented rpc calls work eth_getBalance"
"passed","Wed Apr 20 14:32:51 GMT 2022","Wed Apr 20 14:32:59 GMT 2022","8263","integration.tests.basic","test_single_client_activity","TestSingleClient","","","test_verify_faucet_work_single_request[999]","Verify faucet work (request drop for several accounts): single request"
"passed","Wed Apr 20 14:32:34 GMT 2022","Wed Apr 20 14:32:34 GMT 2022","157","integration.tests.basic","test_single_client_activity","TestSingleClient","","","test_create_account_and_get_balance","Create account and get balance"
"passed","Wed Apr 20 14:35:19 GMT 2022","Wed Apr 20 14:35:21 GMT 2022","1999","integration.tests.basic","test_transfers","TestTransfer","","","test_zero_neon","Send zero: neon"
"passed","Wed Apr 20 14:32:15 GMT 2022","Wed Apr 20 14:32:15 GMT 2022","142","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_check_unsupported_methods[eth_coinbase]","Check that endpoint was not implemented"
"passed","Wed Apr 20 14:32:15 GMT 2022","Wed Apr 20 14:32:15 GMT 2022","141","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_eth_hash_rate[None-False]","Verify implemented rpc calls work eth_hashrate"
"passed","Wed Apr 20 14:32:08 GMT 2022","Wed Apr 20 14:32:08 GMT 2022","212","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_eth_get_block_by_umber_via_tags[Tag.PENDING-True]","Verify implemented rpc calls work eth_getBlockByNumber"
"passed","Wed Apr 20 14:33:32 GMT 2022","Wed Apr 20 14:33:47 GMT 2022","15043","integration.tests.basic","test_single_client_activity","TestSingleClient","","","test_verify_faucet_work_multiple_requests[5]","Verify faucet work (request drop for several accounts): double request"
"passed","Wed Apr 20 14:32:16 GMT 2022","Wed Apr 20 14:32:16 GMT 2022","142","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_check_unsupported_methods[eth_getCompilers]","Check that endpoint was not implemented"
"passed","Wed Apr 20 14:35:11 GMT 2022","Wed Apr 20 14:35:14 GMT 2022","2120","integration.tests.basic","test_transfers","TestTransfer","","","test_send_neon_from_one_account_to_another[1]","Send neon from one account to another"
"passed","Wed Apr 20 14:32:08 GMT 2022","Wed Apr 20 14:32:08 GMT 2022","145","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_eth_get_block_by_umber_via_tags[Tag.LATEST-True]","Verify implemented rpc calls work eth_getBlockByNumber"
"passed","Wed Apr 20 14:32:17 GMT 2022","Wed Apr 20 14:32:17 GMT 2022","141","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_check_unsupported_methods[eth_protocolVersion]","Check that endpoint was not implemented"
"skipped","Wed Apr 20 14:32:35 GMT 2022","Wed Apr 20 14:32:35 GMT 2022","0","integration.tests.basic","test_single_client_activity","TestSingleClient","","","test_check_tokens_in_wallet_ERC20","Check tokens in wallet: ERC20"
"passed","Wed Apr 20 14:32:14 GMT 2022","Wed Apr 20 14:32:14 GMT 2022","141","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_eth_get_transaction_by_block_number_and_index[params0-False]","Verify implemented rpc calls work eth_getTransactionByBlockNumberAndIndex"
"passed","Wed Apr 20 14:32:15 GMT 2022","Wed Apr 20 14:32:15 GMT 2022","142","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_eth_hash_rate[param-True]","Verify implemented rpc calls work eth_hashrate"
"passed","Wed Apr 20 14:32:19 GMT 2022","Wed Apr 20 14:32:20 GMT 2022","142","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_check_unsupported_methods[shh_version]","Check that endpoint was not implemented"
"passed","Wed Apr 20 14:32:13 GMT 2022","Wed Apr 20 14:32:13 GMT 2022","142","integration.tests.basic","test_rpc_calls","TestRpcCalls","","","test_eth_get_block_transaction_count_by_number[None-True]","Verify implemented rpc calls work eth_getBlockTransactionCountByNumber"
